Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-28,4419.5400390625,4419.5400390625,4346.330078125,4352.6298828125,3495970000,0,0
2021-09-29,4362.41015625,4385.56982421875,4355.080078125,4359.4599609375,2753800000,0,0
2021-09-30,4370.669921875,4382.5498046875,4306.240234375,4307.5400390625,3123770000,0,0
2021-10-01,4317.16015625,4375.18994140625,4288.52001953125,4357.0400390625,3148980000,0,0
2021-10-04,4348.83984375,4355.509765625,4278.93994140625,4300.4599609375,3110560000,0,0
