Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-29,30.170000076293945,30.469999313354492,29.459999084472656,30.030000686645508,16325000,0,0
2021-09-30,29.829999923706055,30.1299991607666,29.260000228881836,29.579999923706055,19148300,0,0
2021-10-01,29.81999969482422,31.170000076293945,29.760000228881836,31.149999618530273,19625100,0,0
2021-10-04,31.639999389648438,32.459999084472656,31.43000030517578,31.809999465942383,25391800,0,0
2021-10-05,32.349998474121094,33.47999954223633,32.060001373291016,32.77000045776367,27477737,0,0
